id,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
TUV,,,,1900,2200,2900,2800,2700,2600,2300,2200,2000,2400,,,,2100,,,,,
TZA,157000,148000,,,,,,,,,,,,,,,,,,,,
UGA,,,148000,241000,327000,153000,152000,184000,189000,231000,189000,254000,272000,337000,311000,324000,367000,382000,378000,511000,523000,
UKR,6552000,6004000,9632000,7773000,7399000,13422000,14849000,14729000,14795000,15588000,16454000,16875000,17335000,15499000,15334000,17180000,19773000,21433000,23761000,22438000,23142000,24668000
UMC,71493611.71,68368076.68,71758166.19,75470929.62,77728701.73,91455607.97,99201601.65,98892981.45,105867150.2,121592484.2,132715070.4,142469009.7,159956997.2,173295678.1,172896176.4,192743595.2,220183991.9,243742627.9,273489846.5,281696127.7,286000448.8,
URY,,,562000,654000,778000,667000,531000,530000,495000,569000,658000,666000,635000,734000,826000,1027000,1534000,1816000,2281000,2396000,2217000,
USA,51285000,52999000,53229000,55696000,57222000,61327000,59442000,58066000,56250000,61809000,63503000,63663000,64049000,63653000,62051000,61061000,59209000,60697000,61874000,68176000,73453000,
UZB,,,246000,247000,202000,217000,183000,264000,400000,455000,572000,893000,1248000,1150000,1317000,1610000,,,,,,
VCT,,,,,,,,,,,,,,,,,,,,,,
VEN,534000,511000,460000,752000,754000,954000,933000,881000,832000,816000,1067000,1095000,1410000,1745000,1651000,1477000,1719000,1734000,1931000,1589000,1539000,
VGB,79000,,,,,,,,,,,171000,166000,166000,140000,151000,145000,139000,,,,
VIR,,,,,,,,,,,,,,,,,,,,,,
VNM,,,,,,,,,,,,,,,,,,,,,,
VUT,11000,11000,11000,12000,12000,12000,11000,11000,12000,13000,14000,15000,16000,19000,20000,21000,22000,23000,26000,26000,27000,
WLD,625608940.3,648305687.6,681444464.8,716714035,751349521,822194378.5,832454081.8,838059212.3,836872622.1,908089348.7,967496770.5,991695589.9,1060900611,1088537822,1048338308,1128550309,1176314923,1230215987,1291815567,1302234424,1360452531,
WSM,,,,,58000,61000,56000,53000,51000,54000,52000,51000,52000,53000,43000,56000,57000,56000,51000,57000,54000,
XKX,,,,,,,,,,,,,,,,,,,,,,
YEM,,,,,,,,,,,,,,,,,,,,,,
ZAF,,,,,,,,,,,,,,,,,,,,,,
ZMB,,,,,,,,,,,,,,,,,,,,,,
ZWE,256000,69000,123000,213000,331000,,,,386000,498000,474000,541000,547000,593000,631000,650000,693000,720000,757000,792000,824000,
